timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
6185,1696,1188,-10416,-136,1264,156,-253,316,738,
6205,32764,9096,6432,644,5204,656,-225,318,679,
6225,12660,928,-6984,144,680,416,-215,308,688,
6245,10752,-1404,6320,-400,-188,-508,-240,300,685,
6265,12036,1220,-5740,-292,2876,460,-231,308,665,
6285,1904,1156,-3392,420,-2500,300,-236,302,697,
6305,-8064,-1636,736,496,32,84,-235,316,692,
6325,-17052,-1356,-300,440,-1336,-200,-245,301,718,
6345,-20500,-1048,-512,236,-3612,-408,-276,316,774,
6365,-25896,-2908,3984,8,-2364,-288,-260,297,755,
6385,-10072,-2408,12928,-56,-1672,256,-256,291,766,
6405,-4780,-1116,3488,208,192,184,-240,295,776,
6425,-288,512,-1896,320,376,-88,-267,299,777,
6445,300,-68,-364,40,1264,-40,-257,287,769,
6465,128,-876,828,60,1724,-208,-232,308,740,
6485,36,-1116,404,60,556,-148,-232,308,740,
6505,-420,208,-696,196,72,12,-240,343,728,
6525,-500,1304,-2200,320,588,136,-232,301,734,
6545,304,1092,-2748,292,580,156,-242,308,719,
6565,500,436,-2020,112,-208,184,-228,308,722,
6585,-332,248,400,84,-420,184,-233,309,711,
6605,-1780,-232,1880,216,-272,148,-247,315,713,
6625,-2900,-1132,2264,228,-568,68,-248,325,724,
6645,3364,-36,-14792,512,972,116,-248,304,724,
6665,32764,7108,8600,1436,8576,1048,-235,297,705,
6685,11532,-2360,-3316,584,-4180,96,-213,337,646,
6705,10136,-2092,6936,120,824,-720,-225,315,646,
6725,9680,920,-4496,-388,128,32,-219,307,649,
6745,-732,1256,-1420,168,-2380,-112,-227,304,688,
6765,-11328,-1480,-732,364,-104,0,-233,303,689,
6785,-17652,-752,-1724,440,-1648,-52,-242,297,692,
6805,-17652,-752,-1724,172,-3636,-276,-242,307,695,
6825,-24060,236,-2036,-332,-3076,236,-257,288,736,
6845,-22780,-2296,7936,-204,-2152,128,-249,287,728,
6865,-8004,-888,7600,468,452,-76,-235,312,740,
6885,-2524,284,196,336,1016,-228,-279,296,750,
6905,492,708,-1840,124,1420,-184,-256,269,744,
6925,972,-412,-364,132,1372,-236,-249,287,757,
6945,460,-792,1520,196,60,-252,-239,308,744,
6965,-172,-344,1084,188,-1192,-216,-264,290,724,
6985,-1016,240,-648,164,-640,-116,-250,295,741,
7005,-672,1044,-2292,184,712,24,-263,277,734,
7025,108,876,-3016,228,724,80,-268,278,744,
7045,-436,204,-972,232,-492,28,-273,277,707,
7065,-1980,-512,2708,176,-1088,-12,-255,294,757,
7085,-2984,-1148,1996,-68,-1064,-12,-256,282,728,
7105,-2520,-2212,764,100,596,-52,-257,306,714,
7125,18604,1216,-9476,900,3468,116,-257,289,699,
7145,32764,4288,4420,-928,-4428,-500,-198,310,652,
7165,6156,-1408,-5324,-236,3708,-76,-229,282,645,
7185,13376,-1440,2652,-312,-1532,396,-240,297,649,
7205,7856,1740,-6800,240,-1112,-152,-222,295,670,
7225,-2488,368,-1380,96,552,-264,-224,276,675,
7245,-13308,-696,-248,-72,-2340,-444,-232,282,678,
7265,-16732,316,-484,-484,-3552,-400,-240,275,699,
7285,-20460,92,-268,-900,-2168,420,-257,287,722,
7305,-22104,-2548,6524,-236,-796,284,-237,287,746,
7325,-9780,-1004,9688,172,660,64,-246,293,741,
7345,-2680,500,1424,-60,732,-152,-272,280,746,
7365,188,740,-1644,-56,1524,-236,-237,244,740,
7385,192,136,348,48,1920,-192,-226,307,740,
7405,-220,-664,1640,72,1080,-128,-239,293,714,
7425,-560,-572,1148,-32,112,-88,-248,271,709,
7445,-868,-156,132,-68,440,-76,-239,269,699,
7465,-252,684,-2320,-60,1008,-12,-243,284,720,
7485,1020,1172,-3784,-144,616,60,-238,281,688,
7505,676,760,-2136,-216,-184,112,-236,282,701,
7525,-1168,116,1212,-264,-400,76,-228,282,721,
7545,-2520,-1384,2016,-352,-240,-28,-224,308,717,
7565,-2384,-2252,476,-68,1100,-36,-240,297,697,
7585,32612,936,-1016,1172,5652,340,-213,286,640,
7605,32764,6364,-4072,132,1608,696,-198,304,564,
7625,4552,-2256,-988,-740,-2356,-876,-190,291,621,
7645,12224,-980,308,-744,3476,-76,-198,282,629,
7665,4324,2992,-4896,-440,-3504,4,-192,290,663,
7685,-5372,764,-52,200,-688,-188,-223,270,648,
7705,-13312,-276,-632,-96,-3436,-168,-240,294,683,
7725,-17520,-292,1236,-476,-4276,84,-235,292,708,
7745,-25336,-936,948,-544,-3040,504,-238,290,728,
7765,-19604,-4024,11552,352,728,272,-237,288,760,
7785,-5340,-864,3112,412,1096,180,-248,304,752,
7805,892,688,-3012,12,1008,-164,-226,285,734,
7825,112,656,-660,-392,1812,-376,-224,283,735,
7845,60,-836,1468,-472,1524,-612,-248,276,724,
7865,792,-1864,1032,-408,196,-480,-233,286,715,
7885,-144,-1164,124,-76,-516,-152,-218,271,722,
7905,-788,928,-1056,60,304,92,-244,281,715,
7925,-316,2044,-2180,-92,904,200,-247,250,718,
7945,592,1348,-1372,-480,452,160,-230,272,711,
7965,584,-636,-1472,-548,-452,152,-233,274,707,
7985,-280,-864,-796,-136,-548,172,-252,299,687,
8005,-1228,-584,-820,452,960,372,-241,277,669,
8025,32764,7148,4228,392,8280,596,-213,280,623,
8045,29152,2004,-10328,1064,-3404,180,-186,282,633,
8065,6496,-3856,6676,-260,-180,-500,-221,309,677,
8085,3720,2996,-3484,308,-3048,248,-210,316,647,
8105,3720,2996,-3484,632,-1488,272,-201,279,675,
8125,-7324,88,-72,564,-2192,124,-214,278,689,
8145,-14768,-156,-2328,252,-3580,-196,-257,293,706,
