5925,100,640,-140,-260,72,16,623,80,851,
5945,368,964,-16,-220,48,44,610,94,839,
5965,64,424,-204,-144,-56,-120,590,75,825,
5985,-92,592,72,-60,-116,-264,619,87,797,
6005,128,912,144,-16,-156,-288,620,100,814,
6025,-16,268,196,32,-172,-252,605,76,823,
6045,-480,44,160,-44,-264,-256,610,61,836,
6065,-644,492,-112,-56,-296,-316,617,82,833,
6085,-260,460,-96,64,-188,-312,622,91,822,
6105,52,-16,136,176,-64,-220,614,84,817,
6125,144,-368,220,152,24,-140,614,84,817,
6145,280,-428,296,76,48,-88,599,72,833,
6165,436,-292,356,28,84,0,637,74,834,
6185,660,-448,464,20,124,176,600,76,805,
6205,700,-664,564,-112,148,352,583,108,853,
6225,288,-696,400,-320,96,408,584,86,805,
6245,12,-88,-108,-452,24,280,611,93,839,
6265,-696,476,-672,-392,-44,56,616,92,844,
6285,-696,476,-672,-232,-52,-176,593,90,802,
6305,-360,-168,-544,-152,60,-240,605,105,795,
6325,268,-568,-500,-140,176,-160,627,79,836,
6345,-88,-152,-296,-144,176,-76,611,94,812,
6365,-232,532,-80,-92,140,-84,624,90,833,
6385,-64,400,80,4,160,-128,611,98,826,
6405,196,-44,156,40,240,-188,610,69,825,
6425,148,-116,176,52,260,-228,593,88,849,
6445,-356,104,-64,32,252,-144,615,89,853,
6465,-356,104,-64,140,352,-84,606,81,847,
6485,-380,196,-248,216,416,-28,612,85,836,
6505,-180,152,-400,264,480,-60,592,100,850,
6525,-96,224,-440,280,508,-128,599,99,860,
6545,-276,176,-456,252,588,-172,617,105,850,
6565,-292,-124,-600,212,672,-148,581,84,852,
6585,8,-580,-616,184,716,-108,597,76,857,
6605,216,-700,-468,148,728,-80,589,103,860,
6625,352,-312,-384,144,740,-72,593,95,862,
6645,368,-324,36,76,856,-44,608,114,900,
6665,964,-624,-24,0,856,36,611,98,880,
6685,1340,-412,-96,-104,748,80,582,120,879,
6705,1248,196,-48,-140,616,36,582,90,892,
6725,688,368,72,-136,552,-24,605,118,876,
6745,500,356,80,-128,664,-68,600,102,924,
6765,440,296,-244,-80,712,-84,571,104,916,
6785,364,44,-288,-68,700,-76,591,97,916,
6805,280,132,-344,-64,712,-72,598,117,923,
6825,112,296,-452,-40,736,-100,586,88,914,
6845,-248,20,-532,-12,764,-160,590,96,925,
6865,-48,-320,-444,4,788,-168,575,100,924,
6885,148,-192,-424,24,792,-152,568,81,951,
6905,-32,-12,-152,-20,808,-184,578,103,944,
6925,96,-184,-28,-48,944,-200,566,103,931,
6945,140,212,-240,-32,1020,-168,558,106,925,
6965,496,612,-268,48,1016,-172,569,109,956,
6985,848,276,-132,52,924,-180,551,114,959,
7005,812,60,-128,64,832,-164,551,131,968,
7025,476,-28,-164,96,796,-176,559,106,964,
7045,756,-188,-20,112,824,-172,566,115,968,
7065,712,-304,220,68,768,-164,557,105,990,
7085,1040,-460,464,-20,732,-156,538,123,992,
7105,1112,-404,344,-96,604,-116,547,145,1010,
7125,904,-36,216,-140,484,-84,532,108,1007,
7145,684,176,92,-200,272,-120,528,130,991,
7165,580,76,88,-276,116,-124,548,129,979,
7185,348,24,-4,-324,0,-104,536,87,945,
7205,-12,276,-320,-280,-48,-48,542,108,1023,
7225,-296,432,-292,-244,-48,-40,540,96,997,
7245,-124,200,-212,-252,-40,-52,558,105,994,
7265,40,64,-228,-236,-32,-72,531,87,997,
7285,-140,276,-404,-152,-20,-64,544,100,991,
7305,-168,292,-332,-80,-8,-44,551,115,958,
7325,-216,100,-232,-80,-48,-60,556,129,1006,
7345,-232,-32,-312,-68,-52,-76,551,96,1025,
7365,-356,-20,-364,-40,-60,-76,527,97,1020,
7385,-416,-120,-412,-20,-40,-64,533,92,999,
7405,-508,-184,-424,0,-16,-56,541,96,1011,
7425,-388,-172,-280,8,24,-60,533,69,993,
7445,-240,-256,-172,-40,52,-84,546,101,1010,
7465,-48,-208,-248,-52,60,-76,555,104,1018,
7485,-96,-84,-228,-60,96,-80,549,123,991,
7505,-332,56,-240,-32,108,-88,542,110,1010,
7525,-256,-56,-12,-28,168,-100,545,123,1003,
7545,132,-156,-60,-20,208,-96,523,115,986,
7565,84,-92,-28,-20,208,-68,534,106,1011,
7585,-96,-40,-104,-28,228,-88,547,131,1001,
7605,104,-64,-120,-32,276,-112,526,119,1004,
7625,152,-108,-40,-36,300,-112,542,101,1005,
7645,28,-28,28,-56,340,-104,543,121,1028,
7665,184,-156,-68,-84,400,-112,552,108,1048,
7685,192,40,-120,-96,404,-108,525,106,1037,
7705,32,92,-192,-104,424,-112,534,128,1021,
7725,72,-4,-84,-88,556,-128,531,138,1039,
7745,404,-192,72,-156,528,-136,529,124,1046,
7765,444,-168,24,-224,488,-112,527,103,1064,
7785,76,-24,-120,-196,500,-92,510,116,1056,
7805,-140,180,32,-208,548,-104,515,116,1032,
7825,-332,152,56,-248,652,-124,540,96,1068,
7845,-44,-96,200,-368,692,-156,513,106,1063,
7865,12,-192,200,-464,684,-148,507,119,1031,
7885,-156,72,152,-456,672,-132,514,112,1057,
7905,-284,452,72,-400,664,-104,505,104,1079,
7925,-428,704,-232,-340,656,-136,509,111,1051,
7945,-640,476,-416,-264,664,-184,495,89,1061,
7965,-756,8,-312,-272,604,-268,503,112,1080,
7985,-592,-160,-480,-296,548,-312,499,100,1067,
8005,-696,32,-480,-268,528,-304,504,104,1057,
8025,-764,28,-576,-260,532,-296,483,96,1063,
8045,-488,-284,-264,-244,540,-268,487,136,1096,
8065,-416,-352,-300,-216,520,-192,486,124,1108,
8085,-596,-156,-316,-168,508,-64,480,126,1080,
8105,-696,80,-216,-108,428,64,480,130,1062,
8125,-184,68,268,-48,372,196,493,140,1086,
8145,564,-308,292,-64,328,340,483,125,1153,
8165,416,-528,376,-192,264,404,477,128,1113,
8185,356,-972,796,-308,372,424,477,109,1098,
8205,1532,-228,1144,-364,380,456,474,124,1094,
8225,2772,1312,1484,-356,268,348,468,103,1068,
8245,3220,1800,1320,-348,36,264,474,111,1112,
8265,2988,1940,892,-248,-304,224,478,88,1077,
8285,1708,1244,88,-184,-632,196,468,93,1091,
8305,208,856,456,72,-880,180,478,102,1081,
8325,-1292,156,276,292,-1076,384,502,72,1088,
8345,-2252,-460,-160,344,-1316,688,504,81,1076,
8365,-3160,-1220,-228,452,-1476,988,493,83,1063,
8385,-4076,-1736,-244,572,-1552,1316,511,91,1078,
8405,-4540,-1224,132,476,-1452,1552,519,79,1038,
8425,-4708,-1804,256,212,-1376,1360,511,82,1053,
8445,-3592,-1828,260,-184,-1444,904,520,78,1041,
8465,-2476,-1244,956,-572,-1780,468,528,50,1051,
8485,-124,528,2332,-660,-2328,-40,544,54,1030,
8505,660,5084,3812,-208,-2812,-260,558,65,1016,
8525,-192,8436,-228,668,-1752,132,567,90,998,
8545,2084,1912,-748,1668,-256,-332,571,87,1000,
8565,6516,-3852,-3348,1728,668,-348,583,122,999,
8585,7356,-10424,-1264,156,984,-216,574,88,997,
8605,636,-6172,-944,-688,216,36,569,88,1031,
8625,-20,3596,-1140,-1124,0,516,569,61,1026,
8645,-1328,4100,-540,-1272,-8,60,541,67,1007,
8665,-1552,3384,1208,-1236,164,-648,538,78,1006,
8685,-2216,2480,2168,-936,-164,-1612,545,48,972,
8705,-4148,3644,3508,-40,-684,-1852,551,61,995,
8725,-7232,6256,2732,616,-2124,-1748,557,47,1007,
8745,-6672,6224,1064,1284,-2604,-1232,551,81,960,
8765,-372,776,-464,2456,-1304,-588,535,102,985,
8785,1788,-8868,-3880,1536,-888,344,580,111,931,
8805,-204,-15064,-4168,1776,-504,1392,551,127,930,
8825,4312,-4396,1816,2376,-328,1988,563,102,969,
8845,10004,4864,6096,1932,-576,1636,571,101,952,
8865,10096,3752,5880,756,-1388,792,571,85,965,
8885,8852,-3756,-952,100,-2508,196,571,90,941,
8905,3364,-3740,-8440,1684,-1504,264,597,94,912,
8925,-388,1876,-232,1928,76,796,578,94,946,
8945,-12168,156,2932,1288,760,1184,581,90,893,
8965,-22132,-12452,7760,1728,1380,2864,575,78,956,
8985,-4380,-5644,4828,336,1620,2684,583,44,954,
9005,156,-492,-316,-2304,-944,2132,563,26,931,
9025,-4196,8812,-4356,-2532,-712,2432,560,13,945,
9045,-6984,17932,-14304,-3032,620,1348,560,13,923,
9065,9572,4732,-7896,-2368,-2780,-4752,569,24,904,
9085,18004,-8212,5348,-1012,-2016,-2172,578,25,904,
9105,9752,-4492,11088,-1544,-2060,296,563,36,871,
9125,3324,2796,4896,-2604,-520,304,586,42,865,
9145,1204,5540,-6728,-4160,40,-564,602,37,841,
9165,1488,2724,176,-4428,1448,-1224,589,39,838,
9185,-2968,2392,6428,-4300,952,-1504,566,39,850,
9205,-17172,9760,172,-3268,-2988,-3180,591,52,815,
9225,-12504,8784,3940,2688,136,-2036,600,69,807,
9245,-6724,10708,3772,6024,340,-616,588,86,821,
9265,-6216,-5168,-544,4768,3132,-1456,594,102,828,
9285,1372,-28616,-13332,2700,-804,112,621,100,855,
9305,6696,-12604,-10196,4660,-760,3564,631,104,845,
9325,12776,6072,4700,4268,-1520,2648,634,89,842,
9345,13848,4716,11092,3056,-860,1132,617,88,821,
9365,11384,-4308,5924,1924,-1864,4,595,94,823,
9385,2280,-4776,-12492,2608,-1224,180,604,75,828,
9405,-8256,5436,-4396,3180,1828,-88,599,91,860,
9425,-7944,-1968,4360,2144,2976,252,586,120,851,
9445,-15008,-15124,7556,2088,1428,1764,585,86,872,
9465,-2096,-8552,11112,-4460,-272,1488,600,88,887,
9485,-3264,800,2272,-4248,-940,2596,587,57,859,
9505,-4488,13008,-7436,-2268,1716,1372,585,21,866,
9525,-7484,24408,-17788,-1912,-900,-4948,566,8,846,
9545,13016,3184,-5564,-2300,-2680,-5468,576,27,860,
9565,16936,-8244,5940,-1360,-3060,-1396,583,58,839,
9585,5304,-8588,3968,-444,-60,1456,624,87,822,
9605,3280,656,5032,-2532,-40,468,646,68,825,
9625,7960,1332,3484,-2752,-804,-868,609,53,850,
9645,6792,6832,40,-3360,-412,-1548,590,51,794,
9665,3384,5796,188,-5152,936,-2116,590,81,790,
9685,-6204,-1284,7328,-5944,-204,-2908,581,110,810,
9705,-32768,-2592,-796,-1032,-2348,-2560,618,102,794,
9725,-11772,15136,2284,4932,784,500,597,130,776,
9745,-852,4976,-3780,4680,2660,112,632,120,787,
9765,2512,-19416,-13792,3316,2016,-356,618,150,819,
9785,11632,-13928,-7528,3388,-300,2704,634,120,794,
9805,11728,980,5516,2792,-1904,2392,615,109,792,
9825,6624,3004,5516,1656,-2448,696,621,88,762,
9845,6008,-924,5492,1280,-1884,-404,608,112,772,
9865,5356,-1856,1616,1036,-1012,-176,592,102,784,
9885,2276,-1792,-9808,2044,300,224,581,87,760,
9905,-2888,8928,776,3056,2204,284,617,84,781,
9925,-19916,200,3208,1788,3100,1196,599,97,796,
9945,-19452,-23184,12608,1696,1448,2308,604,74,791,
9965,4364,-6688,5528,-2944,236,1216,608,60,838,
9985,-2056,9384,-13464,-5604,-272,460,588,74,808,
10005,-5532,19472,-16892,-2648,-772,-4632,584,40,800,
10025,17800,1112,1444,-2032,-4128,-3468,604,82,812,
10045,14128,-2168,7508,-1276,-2824,424,606,112,775,
10065,-1992,-1592,4332,-1708,-104,1328,632,98,732,
10085,3940,-1572,3684,-2236,36,-388,593,71,752,
10105,6708,3232,3408,-2368,-360,-1460,606,106,754,
10125,5308,7720,-668,-4752,1144,-1952,601,108,735,
10145,2440,2864,1976,-6148,1396,-2628,616,108,772,
10165,-32768,10380,9088,-2748,-4896,-2752,610,120,750,
10185,884,15932,3352,4612,1432,1252,612,125,755,
10205,-5748,-7876,-12748,7684,2424,2616,602,119,763,
10225,-5748,-7876,-12748,4408,4596,-792,597,124,768,
10245,9324,-31656,-15804,3124,92,1252,636,150,795,
10265,14580,-3264,-2228,2780,-2044,3140,634,116,760,
10285,11204,6192,8384,1008,-2840,1520,633,114,731,
10305,5496,1892,5100,1256,-2100,216,606,92,759,
10325,3696,-80,5936,992,-1380,256,603,81,745,
10345,3468,-2312,2388,452,-656,492,601,96,731,
10365,2068,-2360,-8920,1700,1136,332,607,83,744,
10385,-4020,12600,2284,2296,2688,-256,615,86,739,
10405,-28980,-2156,4336,-148,1844,56,616,85,753,
10425,-11472,-19548,10472,-692,680,160,618,69,780,
10445,3988,-40,-932,-4572,-456,548,626,76,796,
10465,-5488,12984,-21436,-3104,1092,812,628,83,768,
10485,18644,-5192,5740,-1888,-2992,-4428,656,65,790,
10505,18644,-2892,7996,-1196,-4116,-1832,632,126,753,
10525,-2712,-2552,2948,-1568,-1776,1020,617,139,746,
10545,5732,2124,5620,-1516,-104,456,602,105,753,
10565,5252,7300,-1808,-2248,-228,-476,606,87,728,
10585,2068,4340,-3756,-4316,1672,-1376,610,111,693,
10605,-3144,-6196,2452,-5788,1368,-2096,624,150,702,
10625,-26100,7076,8884,-3020,-2624,-2000,621,185,735,
10645,-3744,15604,6576,1020,-52,-224,602,173,718,
10665,-1908,-2080,-5404,6208,392,2228,580,163,738,
10685,-1908,-2080,-17800,6156,3820,72,613,164,723,
10705,-1536,-25784,-17800,3260,2388,364,636,161,742,
10725,13304,-12056,-10368,3272,-1440,2536,618,150,749,
10745,11272,6488,5652,1600,-2784,1604,619,121,737,
10765,5340,3716,4916,1164,-2604,392,633,120,715,
10785,1420,3048,4176,1140,-1992,456,588,105,707,
10805,1112,200,4764,852,-908,504,622,83,708,
10825,-2176,4828,-3516,876,460,576,607,97,689,
10845,-7760,9476,11776,1596,4548,-244,604,82,714,
10865,-26948,-22896,7880,-688,-616,1164,613,85,780,
10885,4456,-7552,10176,-3160,592,684,600,91,773,
10905,-1124,6760,-17424,-6124,72,568,610,99,766,
10925,-1676,23176,-19196,-1180,2760,160,608,82,768,
10945,15432,296,-2048,-2680,-1116,-3396,599,96,766,
10965,12416,-5420,7072,-1076,-4088,-4100,605,110,750,
10985,-4644,-4272,4608,-1104,-3128,776,594,131,692,
11005,-200,-72,4272,-1116,-488,1904,594,131,692,
11025,5316,5980,1488,-1276,176,396,613,124,709,
11045,3380,6540,-4248,-2588,1428,-672,609,122,681,
11065,1992,-60,992,-4264,1272,-1512,586,112,678,
11085,-7240,-4064,6008,-3892,-280,-2024,596,137,722,
11105,-21192,12076,10588,-1252,-2644,-1724,578,154,701,
11125,2664,5024,944,3448,608,1052,604,161,717,
11145,-7748,-9480,-15244,7508,2012,1424,577,142,711,
11165,-7748,-9480,-15244,3212,5080,-228,614,155,738,
11185,11648,4784,-168,2796,-1140,1720,602,126,734,
11205,7012,6128,7320,2036,-2208,1596,601,116,675,
11225,2928,2600,4652,1156,-2936,288,601,102,691,
11245,552,144,4972,1600,-2328,164,592,93,691,
11265,2136,-6056,-2436,1148,-124,888,575,97,668,
11285,-6068,3360,-10220,3196,2568,184,597,94,666,
11305,-4668,10220,14036,2084,5064,-796,613,102,689,
11325,-20904,-18056,7876,-1072,-404,-240,624,90,735,
11345,-480,-14828,16092,-3504,604,44,610,97,741,
11365,-3116,5776,-13916,-6036,-116,940,588,94,731,
11385,-2860,30576,-16576,-368,2452,108,608,70,748,
11405,12144,8324,-12876,-1736,-1036,-3976,608,70,748,
11425,15012,-11856,3896,-1796,-2660,-4252,593,93,748,
11445,7148,-11156,5544,-828,-3252,-1140,605,146,725,
11465,-2008,-2968,5432,-1128,-2172,1900,606,168,705,
11485,912,2336,5248,-1832,-532,1308,583,156,706,
11505,2520,8484,-2232,-1980,188,-144,617,151,691,
11525,1384,6468,-3768,-2956,1768,-1072,612,150,671,
11545,-1508,-1940,5980,-3984,988,-1208,618,172,713,
11565,-17860,1300,10040,-2996,-2972,-1380,594,191,694,
11585,-10144,12636,6084,528,-176,-688,559,155,667,
11605,-2720,-528,-6332,5716,60,1756,599,150,676,
11625,-2952,-23448,-20532,6460,4656,236,616,165,703,
11645,14080,-11756,-9744,1936,1232,616,598,140,734,
11665,12524,7528,6444,2504,-1352,1272,579,134,715,
11685,9904,4900,5204,996,-2092,1016,609,137,693,
11705,-692,3504,4568,1204,-3276,592,582,113,637,
11725,-2984,-3364,5152,1256,-2588,636,606,110,607,
11745,44,-9492,-6936,324,-484,720,589,100,676,
11765,-5064,7928,-1200,1692,1856,840,589,105,661,
11785,-9996,4824,11624,2488,3264,-264,611,128,687,
11805,-18112,-21864,12168,332,3776,-480,610,120,683,
11825,3684,-3196,4364,-6124,500,-328,610,120,683,
11845,-5100,21208,-23716,-2200,1352,520,620,121,708,
11865,8460,19676,-16240,-1916,392,-476,596,121,676,
11885,15344,-5368,2416,-1900,-2564,-2428,594,150,693,
11905,9548,-7680,6120,-320,-2328,-832,599,131,686,
11925,-2064,-8756,4892,-40,-3264,424,603,130,673,
11945,-6028,-1292,4420,-992,-484,1000,582,137,675,
11965,5916,1940,2268,-2488,-128,-764,589,166,628,
11985,5140,7376,-4312,-2404,980,-1648,606,194,628,
12005,1700,3612,1496,-3388,1312,-1164,601,195,633,
12025,-13596,-2296,7256,-3600,-644,-980,592,205,642,
12045,-16708,8852,9384,-1696,-556,-1852,578,207,662,
12065,1120,5724,-1996,1864,748,532,571,200,663,
12085,-4712,-4396,-15096,7064,1372,784,575,206,697,
12105,6788,-19148,-15848,4436,4120,104,602,197,706,
12125,14264,-3128,2732,2512,-276,1356,601,159,710,
12145,9936,2288,6076,1692,-1484,1224,606,154,718,
12165,3496,2736,4208,864,-3024,240,601,149,683,
12185,-3572,1356,5544,724,-3012,192,567,141,632,
12205,-2496,-7364,-4536,280,-1348,276,575,144,636,
12225,-11340,3708,-11156,632,1076,448,579,128,645,
12245,960,8876,15024,2448,5352,56,598,121,676,
12265,-15324,-13080,8712,-1096,-708,456,608,140,686,
12285,-2884,-16948,14132,-3368,208,336,619,173,700,
12305,1220,5948,-6660,-6236,620,404,624,147,714,
12325,-964,25972,-22644,-1416,908,300,610,128,732,
12345,11584,11232,-13044,-2124,-792,-2512,628,152,704,
12365,11524,-6988,4304,-2012,-2400,-2236,599,163,692,
12385,3600,-10588,4344,-468,-2520,-744,579,169,695,
12405,-3816,-5280,5672,-432,-1680,1308,559,171,682,
12425,-128,2372,4860,-1140,156,1240,584,168,660,
12445,4444,8352,-2976,-1428,456,-636,606,167,658,
12465,2044,4152,-6712,-3124,2272,-1492,606,212,686,
12485,-2024,-8016,6416,-4544,664,-1232,593,203,695,
12505,-16480,3692,12236,-2604,-2200,-1712,555,206,648,
12525,-8500,15020,4032,308,1260,-1312,566,221,699,
12545,2636,1628,-2864,4276,-540,552,586,206,688,
12565,-5300,-17960,-19796,6800,3880,-712,591,215,682,
12585,13596,-16020,-10516,1268,1680,696,587,185,712,
12605,11708,7884,4636,2212,-972,2096,585,208,730,
12625,9564,4796,4688,1360,-3172,448,597,197,675,
12645,1820,2124,5424,1376,-3108,40,579,147,668,
12665,-5644,-2768,7192,108,-740,8,587,153,661,
12685,-3564,-12540,-6188,924,2044,796,591,177,644,
12705,-6236,4632,-7188,2456,3652,636,597,182,666,
12725,-1084,9536,15444,420,4264,-788,621,154,685,
12745,-18308,-11428,7764,-2488,-512,-620,609,169,685,
12765,-2224,-12364,10076,-4688,92,-912,593,168,716,
12785,-484,12464,-17240,-3964,72,-152,570,176,687,
12805,3316,24888,-16904,-1072,476,96,626,171,714,
12825,14468,4472,-7732,-1588,-2228,-2396,604,196,737,
12845,10684,-9052,6788,-964,-1988,-1564,620,214,703,
12865,2248,-14112,4416,-216,-2944,-216,587,223,694,
12885,-7468,-5940,7056,-644,-1064,1644,597,219,633,
12905,2704,3872,3732,-1704,292,236,566,211,695,
12925,2860,11968,-7636,-1924,688,-820,599,203,680,
12945,-2084,1892,-6004,-3756,1960,-1200,616,233,700,
12965,-4896,-6912,9932,-3716,-60,-1188,579,244,700,
12985,-14168,10380,11552,-1020,-996,-1784,573,260,699,
13005,-1364,8908,3428,1472,300,-264,582,253,689,
13025,-3028,-6888,-8580,5144,716,-36,600,253,705,
13045,1172,-20696,-23376,4540,5048,-1376,585,270,708,
13065,16076,-1940,-3252,1676,-680,2656,595,283,705,
13085,13052,7384,6992,2100,-2724,1040,604,240,687,
13105,8644,4260,5556,1328,-4092,152,573,208,659,
13125,-6392,2760,6476,884,-2732,-392,589,200,650,
13145,-8924,-5140,6412,512,68,464,562,197,634,
13165,-3636,-11832,-12720,2816,3796,1088,575,205,660,
13185,-4668,10684,-1084,2908,4024,220,586,175,670,
13205,-1960,2116,13868,252,2940,444,616,179,657,
13225,-17540,-19624,9840,-2884,-1304,-300,587,166,678,
13245,2468,-6012,7776,-5652,-400,108,593,196,721,
13265,-2604,18792,-22088,-3284,952,736,594,192,691,
13285,4060,21628,-17176,-1440,-520,-1404,591,207,706,
13305,14416,-4104,-2152,-2436,-2476,-2664,597,210,724,
13325,11616,-10420,7452,-1016,-1484,-780,615,223,711,
13345,3740,-8072,5468,-220,-2804,1180,600,225,697,
13365,-5472,-324,5160,-932,-924,2108,587,222,670,
13385,884,3736,4136,-1764,44,36,579,218,666,
13405,2944,9604,-5740,-2048,580,-1204,566,235,644,
13425,224,904,-2564,-3804,1804,-1252,577,231,677,
13445,-5640,-4532,8152,-4056,664,-768,579,244,678,
13465,-17628,5872,11308,-1632,-1884,-2760,591,253,658,
13485,-6120,10204,1956,1796,1436,-1620,569,259,681,
13505,-1112,-2856,-9584,5344,880,880,586,257,689,
13525,1280,-17228,-21460,4564,4500,-164,566,271,730,
13545,15132,-8264,-3980,1180,-792,1956,578,263,712,
13565,12292,7276,5860,2788,-712,1920,570,211,671,
13585,9800,3336,4680,1296,-2192,1100,572,198,649,
13605,308,1856,5372,1160,-2640,-204,563,195,651,
13625,-7064,-2496,4748,-464,-800,152,569,219,605,
13645,-5996,-11916,-6384,1368,3592,152,587,194,629,
13665,-6220,3260,-6828,3124,4024,592,584,178,634,
13685,-2788,11052,17948,480,4740,-156,581,211,668,
13705,-18520,-16180,6196,-3004,-1692,-200,601,198,659,
13725,-472,-10128,8140,-5064,-428,-284,588,201,671,
13745,-1104,15272,-16772,-4132,1064,240,587,210,693,
13765,2012,24512,-18272,-788,412,-328,598,231,734,
13785,16108,-188,-5352,-2412,-2344,-2728,600,242,708,
13805,11992,-12336,9136,-1584,-1516,-1376,573,264,690,
13825,6116,-11568,3748,560,-2556,472,581,256,659,
13845,-8168,-880,6164,-700,-1696,2108,584,260,664,
13865,-408,3348,3356,-1996,276,204,602,234,644,
13885,3272,9824,-8056,-1968,184,-1124,568,242,670,
13905,-2460,3268,-6552,-3560,2108,-1348,604,263,667,
13925,-4172,-6484,8284,-3604,668,-652,614,288,678,
