timestamp,ax,ay,az,cx,cy,cz,mx,my,mz,alti
11563,248,1588,-164,740,-60,108,577,-53,816,
11583,60,708,-472,760,112,88,588,-18,823,
11603,244,204,-520,756,208,132,586,-2,812,
11623,704,-148,-412,760,156,168,568,-33,826,
11643,808,-172,-208,760,68,144,588,-30,803,
11663,720,-180,-320,820,-32,116,586,-25,843,
11683,696,-520,-92,896,-124,152,593,-7,846,
11703,832,-856,-148,904,-260,280,583,-49,838,
11723,604,-804,276,844,-188,296,588,-17,847,
11743,-4,-696,532,696,-80,272,578,-14,840,
11763,-416,-576,584,544,12,264,591,-17,849,
11783,-528,-664,644,480,84,196,559,-21,824,
11803,-640,-592,380,440,164,116,575,-17,851,
11823,-516,-696,336,416,156,48,582,-27,838,
11843,-532,-636,444,344,104,-16,580,-46,843,
11863,-680,-212,388,308,100,-96,570,-33,841,
11883,-424,56,184,268,104,-120,567,-32,874,
11903,-16,32,84,264,68,-84,554,-26,845,
11923,100,52,100,204,92,-44,558,-32,866,
11943,100,-40,-88,144,168,-8,566,-11,879,
11963,280,-192,-176,68,196,0,564,-14,881,
11983,512,-148,-168,4,188,-20,551,-5,864,
12003,420,-112,-144,-72,96,28,556,-20,839,
12023,448,0,232,-160,40,52,586,-5,859,
12043,448,72,220,-228,20,32,543,-34,876,
12063,668,76,76,-324,-84,64,554,-44,837,
12083,424,192,528,-480,-312,100,544,-39,816,
12103,208,8,636,-704,-428,84,571,-53,826,
12123,-64,-144,776,-884,-548,48,578,-54,828,
12143,-668,-124,612,-1048,-496,0,568,-53,793,
12163,-956,-196,392,-1164,-312,-28,573,-43,828,
12183,-1236,-268,-372,-1280,-96,-40,558,-18,837,
12203,-1360,208,-1052,-1380,-52,-140,555,-54,800,
12223,-1768,1440,-1972,-1272,-220,-260,560,-43,825,
12243,-220,1240,-160,-1380,-692,-188,577,-51,803,
12263,-604,-564,1192,-1636,-604,-168,557,-56,789,
12283,-1332,-132,772,-1736,-352,-232,567,-54,790,
12303,-752,1488,-724,-1680,-260,-308,580,-59,793,
12323,408,2064,-1048,-1520,-76,-348,573,-37,771,
12343,1256,1292,-956,-1380,28,-272,580,-43,773,
12363,1604,524,-1040,-1300,76,-216,566,-27,778,
12383,1672,388,-1028,-1260,112,-212,554,-36,784,
12403,1580,444,-904,-1232,124,-192,589,-33,758,
12423,1688,468,-716,-1260,0,-168,580,-21,735,
12443,1132,360,-128,-1320,-148,-164,570,-8,728,
12463,156,424,288,-1368,-200,-168,580,-13,741,
12483,-520,456,420,-1340,-80,-152,574,4,757,
12503,-608,572,480,-1272,-4,-124,559,-15,745,
12523,-728,624,568,-1212,40,-88,573,-33,736,
12543,-668,508,528,-1064,60,-36,581,-7,736,
12563,-740,0,212,-928,68,48,580,-1,761,
12583,-576,-212,360,-864,72,148,573,-10,716,
12603,-220,-284,412,-884,80,136,577,7,730,
12623,36,-228,316,-984,100,72,578,-8,733,
12643,-84,56,352,-1056,100,-4,585,-29,711,
12663,-144,240,336,-1096,144,-64,597,-17,697,
12683,-32,168,368,-944,224,-68,573,-13,698,
12703,-64,8,544,-896,356,-88,582,8,711,
12723,-112,112,444,-808,452,-128,593,11,701,
12743,412,444,12,-684,384,-172,580,16,714,
12763,760,352,-136,-600,212,-176,590,24,712,
12783,700,324,32,-468,76,-168,574,12,703,
12803,416,224,44,-328,-16,-168,578,1,695,
12823,156,-100,156,-264,-52,-200,589,-2,724,
12843,200,-236,124,-200,-132,-248,582,4,735,
12863,140,-208,320,-116,-148,-252,589,13,724,
12883,32,-360,304,-44,-188,-216,590,30,737,
12903,-196,-396,308,0,-264,-184,594,18,716,
12923,-532,-212,616,68,-300,-188,583,27,701,
12943,-452,8,756,160,-328,-188,593,25,715,
12963,-796,16,508,248,-276,-176,584,8,703,
12983,-1576,-712,-540,188,-144,-48,593,15,704,
13003,-2132,-968,-1496,-12,-40,152,579,29,709,
13023,-1260,-1028,-1712,-708,-156,180,606,25,716,
13043,208,624,-832,-540,-344,-60,589,18,676,
13063,964,1912,-312,-164,-392,-164,581,27,679,
